제목,브랜드,방,가격
우주,73호점 Room D,#여성전용 #셰어하우스,100 / 42만원 (2인실)
폼폼 쉐어하우스,합정점 Room-C,#여성전용 #셰어하우스,100 / 50만원 (1인실)
CS 쉐어하우스,합정점 큰방 3인실,#여성전용 #셰어하우스,50 / 31만원 (3인실)
플레몬 쉐어하우스,30호점(망원동) 301,#성별무관 #셰어하우스,50 / 45만원 (1인실)
청년 쉐어하우스,합정점 room 2 중간 1인실,#남성전용 #셰어하우스,50 / 50만원 (1인실)
바다,마포동집 Room A,#여성전용 #셰어하우스,60 / 29만원 (4인실)
젤리 쉐어하우스,망원점 B Room,#여성전용 #셰어하우스,600 / 39만원 (1인실)
(남성전용) 청춘시대,1호점 Room B,#남성전용 #셰어하우스,35 / 35만원 (2인실)
플레몬 쉐어하우스,16호점 (합정동) Room B,#여성전용 #셰어하우스,50 / 34만원 (1인실)
동거동락,34호점 약수역점 A ROOM,#여성전용 #셰어하우스,114 / 47만원 (1인실)
꽃송이가家,망원합정점 Room A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
플레몬 쉐어하우스,17호점 (합정동) Room A,#성별무관 #셰어하우스,500 / 47만원 (1인실)
셰어하우스 허브,합정 1호점 Room A,#여성전용 #셰어하우스,80 / 38만원 (2인실)
꼬므,합정역 : 2호점 Room A,#여성전용 #셰어하우스,110 / 55만원 (1인실)
휘겔리 쉐어하우스,망원동점 여자 2인실 A,#여성전용 #셰어하우스,50 / 43만원 (2인실)
우주,59호점 Room B,#여성전용 #셰어하우스,86 / 32만원 (2인실)
우주,23호점 Room A,#여성전용 #셰어하우스,92 / 46만원 (2인실)
워크 앤 리브,이태원 2호점 D2,#여성전용 #셰어하우스,132 / 58만원 (1인실)
워크 앤 리브,이태원 1호점 룸 A,#여성전용 #셰어하우스,120 / 52만원 (1인실)
달램쉐어하우스,고려대7호점 1인실 큰방,#여성전용 #셰어하우스,1000 / 29만원 (1인실)
우주,88호점 Room C,#여성전용 #셰어하우스,104 / 46만원 (2인실)
원앤원하우스,월곡역동덕여대점 2인실c,#여성전용 #셰어하우스,150 / 34만원 (2인실)
홈스케치,이태원2호점 Room B,#성별무관 #셰어하우스,90 / 45만원 (1인실)
하늘,고대 1호점 Room A,#여성전용 #셰어하우스,50 / 25만원 (3인실)
달램쉐어하우스,고대3호점(남성전용) A Room - 큰방,#남성전용 #셰어하우스,50 / 25만원 (1인실)
하늘,월곡역점 Room C,#여성전용 #셰어하우스,50 / 28만원 (3인실)
우주,48호점 Room B,#여성전용 #셰어하우스,92 / 38만원 (2인실)
우주,49호점 Room B,#여성전용 #셰어하우스,92 / 38만원 (2인실)
플레몬 쉐어하우스,14호점 (용두동) Room A,#여성전용 #셰어하우스,30 / 52만원 (1인실)
하늘,고대 2호점 Room D,#여성전용 #셰어하우스,50 / 30만원 (3인실)
휴플러스,고대점 Room C,#여성전용 #셰어하우스,100 / 30만원 (3인실)
쉐어하우스 하루,고려대점 Room B,#여성전용 #셰어하우스,39 / 39만원 (2인실)
마주봄 쉐어하우스,고대 7호점 D-ROOM,#여성전용 #셰어하우스,100 / 45만원 (1인실)
달램쉐어하우스,고대1호점 작은방(월세 할인 이벤트중),#여성전용 #셰어하우스,600 / 29만원 (1인실)
논스톱쉐어하우스,제기동점 Room A,#여성전용 #셰어하우스,30 / 30만원 (2인실)
셰어하우스 인연,고대점 Room(D),#여성전용 #셰어하우스,38 / 38만원 (2인실)
하늘,상월곡점 Room B,#여성전용 #셰어하우스,50 / 40만원 (2인실)
잠자리,신금호 : 10호점 Room A,#여성전용 #셰어하우스,90 / 45만원 (1인실)
홈스케치,고려대점 Room D,#남성전용 #셰어하우스,66 / 33만원 (2인실)
커먼타운,한남 991 Room B,#여성전용 #셰어하우스,300 / 69만원 (2인실)
이태원 사는 남자,이태원점 Room A,#남성전용 #셰어하우스,60 / 25만원 (2인실)
왕십리 쉐어하우스,행당점 Room B,#여성전용 #셰어하우스,60 / 30만원 (2인실)
플레몬 쉐어하우스,28호점(이태원동) ROOM2,#성별무관 #셰어하우스,50 / 45만원 (1인실)
젤리 쉐어하우스,왕십리점 room C,#여성전용 #셰어하우스,600 / 41만원 (1인실)
바다,당산 한강 집 Room A,#여성전용 #셰어하우스,90 / 45만원 (3인실)
We Live,당산 2호점 몰디브,#여성전용 #셰어하우스,100 / 55만원 (1인실)
자다,패밀리 한남점 Room E,#여성전용 #셰어하우스,104 / 52만원 (1인실)
서울쉐어하우스 공주,여의도점 Room 3,#여성전용 #셰어하우스,78 / 39만원 (2인실)
우리별 포디하우스,한남별 룸3(1인실),#여성전용 #셰어하우스,100 / 35만원 (1인실)
우리별 포디하우스,선유도별 룸1 (2인실),#여성전용 #셰어하우스,100 / 33만원 (2인실)
We Live,당산점 시드니,#여성전용 #셰어하우스,100 / 42만원 (2인실)
휴먼,경희대점 2인실,#여성전용 #셰어하우스,100 / 39만원 (2인실)
조이쉐어하우스,당산점 2인실 A,#여성전용 #셰어하우스,70 / 35만원 (1인실)
GROUND 쉐어하우스,왕십리 B room,#여성전용 #셰어하우스,100 / 49만원 (2인실)
에이블하우스,왕십리 3호점 C1 C2 C3 C4,#여성전용 #셰어하우스,300 / 33만원 (4인실)
에이블하우스,왕십리 1호점 (AH Branch 13) C1 C2 C3 C4,#여성전용 #셰어하우스,300 / 35만원 (4인실)
마루 쉐어하우스,왕십리역점 B방,#여성전용 #셰어하우스,94 / 47만원 (2인실)
더 집 쉐어하우스,왕십리점 Room B,#여성전용 #셰어하우스,84 / 42만원 (2인실)
쉐어하우스 청춘愛(애),여의도점 1인실A,#여성전용 #셰어하우스,100 / 56만원 (1인실)
쉐어하우스 고리,광운대점 C,#여성전용 #셰어하우스,84 / 40만원 (1인실)
하늘,광운대역점 Room A,#여성전용 #셰어하우스,50 / 20만원 (2인실)
에이블하우스,왕십리 4호점 B1B2,#여성전용 #셰어하우스,300 / 52만원 (2인실)
하늘,광운대역2호점 Room C,#여성전용 #셰어하우스,50 / 25만원 (2인실)
쉐어하우스 방긋,회기역점 Room B,#여성전용 #셰어하우스,150 / 32만원 (3인실)
우주,47호점 Room B,#여성전용 #셰어하우스,102 / 43만원 (2인실)
팸하우스,선유도역점 ROOM B,#남성전용 #셰어하우스,100 / 39만원 (1인실)
에이블하우스,회기 7호점 C1 C2 C3 C4,#여성전용 #셰어하우스,300 / 30만원 (4인실)
원앤원하우스,경희대_외대점 Room C,#여성전용 #셰어하우스,150 / 33만원 (3인실)
아띠 쉐어빌리지,브루하우스 영등포구청역점 2인실,#성별무관 #셰어하우스,50 / 38만원 (2인실)
에이블하우스,회기5호점 B1 B2,#여성전용 #셰어하우스,300 / 45만원 (2인실)
우주,78호점 Room C,#여성전용 #셰어하우스,90 / 37만원 (2인실)
에이블하우스,회기8호점 B3B4,#여성전용 #셰어하우스,300 / 42만원 (2인실)
자몽 셰어하우스,노량진점 1층 Room B,#여성전용 #셰어하우스,300 / 45만원 (1인실)
우주,52호점 Room C,#여성전용 #셰어하우스,96 / 40만원 (2인실)
쉐어필링스,노량진역 큰방1인실,#여성전용 #셰어하우스,150 / 40만원 (1인실)
슬리퍼 쉐어하우스,신이문점 Room D,#여성전용 #셰어하우스,84 / 37만원 (2인실)
뜰 쉐어하우스,영등포점 Room A,#여성전용 #셰어하우스,90 / 45만원 (1인실)
우주,58호점 Room D,#여성전용 #셰어하우스,94 / 39만원 (2인실)
우주,80호점 Room D,#여성전용 #셰어하우스,104 / 44만원 (1인실)
동거동락,1호 중앙대점 D룸,#여성전용 #셰어하우스,92 / 43만원 (2인실)
우주,57호점 Room A,#여성전용 #셰어하우스,104 / 44만원 (2인실)
에덴 하우스,목동 염창역점 Room A,#여성전용 #셰어하우스,50 / 25만원 (2인실)
별자리 쉐어하우스,장승배기점 Room A,#남성전용 #셰어하우스,100 / 47만원 (1인실)
잠자리,영등포구청 : 11호점 Room A,#여성전용 #셰어하우스,90 / 45만원 (1인실)
하늘,석계점 Room D,#여성전용 #셰어하우스,50 / 30만원 (2인실)
우리별 포디하우스,회기별 룸1 (2인실),#여성전용 #셰어하우스,100 / 29만원 (2인실)
단담하우스,중앙대점 Room A,#여성전용 #셰어하우스,96 / 48만원 (1인실)
잠자리,영등포구청 : 17호점 Room A,#남성전용 #셰어하우스,100 / 50만원 (1인실)
푸른언덕,중앙대점 Room D,#여성전용 #셰어하우스,100 / 45만원 (1인실)
홈스케치,외대2호점 Room B,#성별무관 #셰어하우스,70 / 35만원 (2인실)
홈스케치,외대3호점 Room C,#여성전용 #셰어하우스,70 / 35만원 (2인실)
커먼타운,압구정 023 Room F,#여성전용 #셰어하우스,300 / 84만원 (2인실)
커먼타운,압구정 022 Room A,#여성전용 #셰어하우스,300 / 59만원 (2인실)
우리별 포디하우스,등촌별 3 룸3,#남성전용 #셰어하우스,100 / 29만원 (1인실)
동거동락,16호 광운대점 B룸,#여성전용 #셰어하우스,85 / 38만원 (2인실)
우리별 포디하우스,등촌별1 룸2,#남성전용 #셰어하우스,100 / 30만원 (1인실)
바다,외대 앞 집 Room B (2인실),#여성전용 #셰어하우스,72 / 36만원 (2인실)
수니하우스,뚝섬역점 Room A,#여성전용 #셰어하우스,100 / 59만원 (1인실)
Dream 쉐어하우스,영등포점 B,#여성전용 #셰어하우스,90 / 45만원 (1인실)
우리별 포디하우스,등촌역점 Room 2,#여성전용 #셰어하우스,100 / 35만원 (1인실)
우리별 포디하우스,영등포별 1인실,#남성전용 #셰어하우스,100 / 20만원 (1인실)
우주,65호점 Room A,#여성전용 #셰어하우스,102 / 43만원 (2인실)
우주,66호점 Room C,#여성전용 #셰어하우스,103 / 44만원 (2인실)
쉐어하우스 STAY,상도점 ROOM B (1인실),#여성전용 #셰어하우스,100 / 47만원 (1인실)
가든 쉐어하우스,태릉입구점 3인실,#여성전용 #셰어하우스,60 / 27만원 (3인실)
팸하우스,뚝섬점 Room A,#남성전용 #셰어하우스,100 / 38만원 (2인실)
룸앤,상도점 프라이빗룸,#여성전용 #셰어하우스,80 / 40만원 (1인실)
제인스하우스,문래점 B룸,#여성전용 #셰어하우스,64 / 32만원 (2인실)
플레몬 쉐어하우스,5호점 (문래동) Room B,#여성전용 #셰어하우스,50 / 32만원 (2인실)
바다,문래동집 2호 Room A,#여성전용 #셰어하우스,114 / 57만원 (2인실)
JustChill7 쉐어하우스,신사점 Room B,#성별무관 #셰어하우스,100 / 55만원 (1인실)
다락,주아하우스 #3 marque,#성별무관 #셰어하우스,50 / 35만원 (1인실)
슬리퍼 쉐어하우스,숭실점 Room A,#여성전용 #셰어하우스,104 / 47만원 (1인실)
세이프헤븐,상도점 Room 101,#여성전용 #셰어하우스,100 / 39만원 (2인실)
스펙트럼 하우스,신사점 2층 205 Green,#여성전용 #셰어하우스,93 / 36만원 (1인실)
스펙트럼 하우스,신사점 3층 306 Purple,#여성전용 #셰어하우스,129 / 54만원 (1인실)
커먼타운,압구정229 Room E,#여성전용 #셰어하우스,300 / 64만원 (2인실)
여기쯤 쉐어하우스,여기쯤 신사1호점 E룸 내부화장실,#여성전용 #셰어하우스,80 / 29만원 (4인실)
쉐어하우스 더뮤즈,신사역 가로수길점 Room A,#여성전용 #셰어하우스,68 / 35만원 (2인실)
율 하우스,문래점 Room C,#여성전용 #셰어하우스,68 / 33만원 (3인실)
홈스케치,장안점 Room C,#성별무관 #셰어하우스,70 / 35만원 (2인실)
쉐어필링스,숭실대점 2인실 큰방,#여성전용 #셰어하우스,150 / 40만원 (2인실)
자나 쉐어하우스,서초 잠원역점 Room A,#여성전용 #셰어하우스,80 / 39만원 (3인실)
우주,46호점 Room B,#여성전용 #셰어하우스,106 / 45만원 (2인실)
우주,44호점 Room C,#남성전용 #셰어하우스,81 / 32만원 (2인실)
우주,45호점 Room D,#여성전용 #셰어하우스,108 / 46만원 (2인실)
우주,38호점 Room B,#여성전용 #셰어하우스,88 / 36만원 (3인실)
우주,37호점 Room A,#여성전용 #셰어하우스,94 / 39만원 (2인실)
낭만,양천향교역점 301호 A,#여성전용 #셰어하우스,150 / 60만원 (1인실)
우주,81호점 Room B,#여성전용 #셰어하우스,80 / 32만원 (2인실)
모아,문래역점 Room B,#여성전용 #셰어하우스,50 / 50만원 (1인실)
여기쯤 쉐어하우스,여기쯤 신사3호점 C룸 내부화장실,#여성전용 #셰어하우스,80 / 29만원 (4인실)
가로수 쉐어하우스,신사역점 403호,#여성전용 #셰어하우스,113 / 45만원 (1인실)
륜하우스,마곡점 A 룸,#여성전용 #셰어하우스,70 / 38만원 (2인실)
륜하우스,양천향교점 Room C,#여성전용 #셰어하우스,80 / 43만원 (1인실)
Singles ( 싱글즈 ),신사점 Room C,#여성전용 #셰어하우스,150 / 47만원 (2인실)
우주,96호점 Room G,#남성전용 #셰어하우스,108 / 46만원 (1인실)
쉐어하우스 까사,숭실대점 룸B,#여성전용 #셰어하우스,80 / 43만원 (2인실)
쉐어하우스 까사,숭실대2호점 룸B,#여성전용 #셰어하우스,80 / 43만원 (2인실)
커먼타운,성수 952 Room B,#여성전용 #셰어하우스,300 / 49만원 (3인실)
핵이 하우스,태릉입구역점 방 1,#여성전용 #셰어하우스,0 / 42만원 (1인실)
로뎀나무,Joy하우스 논현점 D룸,#여성전용 #셰어하우스,60 / 25만원 (3인실)
소행주 특집,장안동점 Room F (샤워실 포함),#여성전용 #셰어하우스,150 / 29만원 (2인실)
마주공간 쉐어하우스,논현2호점 민트2인룸,#여성전용 #셰어하우스,100 / 41만원 (2인실)
더핑크브릭,서울과기대점 Double B,#여성전용 #셰어하우스,100 / 35만원 (2인실)
복덕방,논현2호점 Room A,#여성전용 #셰어하우스,100 / 57만원 (1인실)
복덕방,압구정 1호점 이인실 A,#여성전용 #셰어하우스,90 / 45만원 (2인실)
MOVHOUSE,논현2호점 A1,#여성전용 #셰어하우스,100 / 59만원 (1인실)
선녀방,신대방점 호방(2인),#여성전용 #셰어하우스,80 / 42만원 (2인실)
장안생활,장한평점 (장안동) B타입 413호,#성별무관 #셰어하우스,1000 / 47만원 (1인실)
자몽 셰어하우스,상도점 204호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
세렘 쉐어하우스,신대방점 Room C,#여성전용 #셰어하우스,100 / 35만원 (1인실)
에이블하우스,성수 2호점 C1C2C3,#여성전용 #셰어하우스,300 / 36만원 (3인실)
동거동락,8호 논현점 A룸,#여성전용 #셰어하우스,99 / 46만원 (2인실)
품안의 새,인셉션_신대방3거리역 Room ImB,#여성전용 #셰어하우스,68 / 34만원 (2인실)
달램쉐어하우스,논현4호점 큰방 2인실,#여성전용 #셰어하우스,500 / 17만원 (2인실)
쉐어하우스 미인,논현점 Room Green,#여성전용 #셰어하우스,80 / 40만원 (2인실)
제인스하우스,신도림점 C룸,#여성전용 #셰어하우스,58 / 29만원 (2인실)
달램쉐어하우스,관악점 관악A,#여성전용 #셰어하우스,50 / 14만원 (2인실)
양드레하우스,논현점 Room 2A,#여성전용 #셰어하우스,100 / 35만원 (2인실)
쉐어하우스 여행가,관악점 Room A,#여성전용 #셰어하우스,100 / 52만원 (1인실)
쉐어하우스 하슈,서울대입구/숭실대점 Room D,#성별무관 #셰어하우스,90 / 45만원 (1인실)
쉐어반,논현역점 Room A1,#여성전용 #셰어하우스,114 / 57만원 (1인실)
달램쉐어하우스,신논현역점 신논현C,#남성전용 #셰어하우스,50 / 39만원 (1인실)
MOVHOUSE,논현점 2인실B,#여성전용 #셰어하우스,100 / 45만원 (2인실)
잠자리,논현역 : 26호점 Room A,#여성전용 #셰어하우스,118 / 59만원 (1인실)
LUMOS HOUSE,논현1호점 2인실A,#여성전용 #셰어하우스,100 / 43만원 (2인실)
테라스107,테라스107 Room 6,#여성전용 #셰어하우스,70 / 70만원 (1인실)
복덕방,논현1호점 Room C,#여성전용 #셰어하우스,80 / 45만원 (2인실)
우리별 포디하우스,논현별 룸1(2인실),#여성전용 #셰어하우스,100 / 35만원 (2인실)
우주,90호점 Room A,#여성전용 #셰어하우스,82 / 33만원 (2인실)
강남다방 쉐어하우스,신논현점 Room C,#여성전용 #셰어하우스,100 / 55만원 (1인실)
팸하우스,에이치홈_신림점 201~307호,#여성전용 #셰어하우스,100 / 39만원 (1인실)
쉐어니도(sharenido),강남 17도 B ROOM,#남성전용 #셰어하우스,80 / 36만원 (2인실)
동그라미 쉐어하우스,청담 2호점 A 룸 큰방,#남성전용 #셰어하우스,50 / 50만원 (1인실)
륜하우스,발산역점 Room A,#여성전용 #셰어하우스,70 / 38만원 (2인실)
복덕방,학동역1호점 1인실-a,#여성전용 #셰어하우스,50 / 46만원 (1인실)
쉐어니도(sharenido),강남 6도 A room,#남성전용 #셰어하우스,60 / 33만원 (4인실)
동그라미 쉐어하우스,논현2호점 중간방,#남성전용 #셰어하우스,50 / 45만원 (1인실)
더 하임 쉐어하우스,청담점 B01,#여성전용 #셰어하우스,200 / 45만원 (2인실)
우주,27호점 Room A,#여성전용 #셰어하우스,122 / 53만원 (1인실)
