매물명,건물형태,방,화장실,층,전체면적,난방방식,승강기,주차,반려동물,흡연,조리도구,식기류,전자레인지,전기포트,에어컨,정수기,세탁기,식탁,청소기,신발장,냉장고,와이파이,커피포트,수납함,청소서비스,의자,분리수거함,가스레인지,토스터,TV,소파,다리미,커튼,소독,전신거울,빨래건조대,옷장,테라스,밥솥,스탠드,건조기,도로명주소
복덕방 역삼1호점-선릉역,빌라,5개,2개,4층,45평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,서울특별시 강남구 언주로98길 17
애즈홈 쉐어하우스 3호점,빌라,2개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,서울특별시 중구 소공로6가길 24
포근해 쉐어하우스 홍대점,단독주택,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로7길 26-10
양드레하우스 교대점,단독주택,4개,2개,2층,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 사임당로14길 21
GROUND 쉐어하우스 홍대,아파트,3개,2개,,28평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 홍익로 10
짱가 신림 2호점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 난곡로43길 6
바다 상암동 집,아파트,4개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서대문구 수색로 100
일가 쉐어하우스 3호점_합정/망원역점,빌라,3개,1개,2층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,O,X,O,O,X,O,서울 마포구 동교로12길 13
쉐어하우스 소소한 서초 1호점,아파트,4개,2개,5층,49평,중앙난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,서울특별시 서초구 효령로77길 20
핀휠 쉐어하우스 신촌1호점,빌라,3개,1개,2층,24평,개별난방,없음,불가능,불가능,가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,서울특별시 마포구 백범로10길 25
조이쉐어하우스 대학로점,기타,3개,1개,2층,21평,알수없음,없음,불가능,불가능,별도협의,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 종로구 창경궁로35나길 25
우주 63호점,빌라,5개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 능동로 271-1
우주 93호점,빌라,7개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강북구 도봉로65길 39-3
잠자리 논현역 : 26호점,빌라,5개,2개,,35평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,O,O,서울특별시 강남구 학동로8길 27
보더리스하우스 고려대2,빌라,6개,3개,2층,42평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 제기동 67-71번지
우주 65호점,빌라,3개,2개,,30평,개별난방,없음,불가능,불가능,불가능,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 성동구 왕십리로8길 5
Calm&Mood 숙대세번째 19호점,단독주택,10개,4개,2층,45평,중앙난방,없음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 용산구 백범로79길 81
앤즈하우스 서울대입구역1,빌라,3개,2개,2층,0평,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 관악구 남부순환로228길 37
에이블하우스 관악 2호점(AH Branch 02),,3개,1개,1층,22평,개별난방,있음,,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,서울특별시 관악구 관악로 164
동거동락 2호 중앙대점,단독주택,3개,2개,2층,21평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,서울특별시 동작구 흑석로5길 71
행복하셰어 홍대점,단독주택,3개,1개,2층,20평,중앙난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 마포구 월드컵북로7길 10-5
쉐어하우스 하루 고려대점,아파트,4개,2개,6층,34평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 고산자로 534
우리별 포디하우스 영등포별,,1개,1개,,,중앙난방,없음,알수없음,불가능,불가능,X,X,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,서울특별시 영등포구 영등포로 83
동그라미 쉐어하우스 봉은사&삼성역점,빌라,3개,1개,1층,5평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O,X,O,O,O,O,X,O,X,O,X,O,O,O,서울 강남구 영동대로114길 7-3
팸하우스 건대 2호점,단독주택,3개,1개,2층,0평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울 광진구 광나루로22나길 1
블랑 쉐어하우스 홍제점,빌라,3개,1개,3층,20평,개별난방,알수없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 세무서7길 12-6
쉐어하우스 더뮤즈 신사역 가로수길점,단독주택,5개,3개,3층,42평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,서울특별시 강남구 도산대로15길 32
여기쯤 쉐어하우스 여기쯤 신사3호점,빌라,3개,2개,4층,54평,개별난방,없음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,X,O,X,X,O,X,O,X,O,서울 서초구 나루터로12길 28-18
제이 쉐어하우스 세종대점,단독주택,5개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X,서울특별시 광진구 광나루로13길 16
라떼의꿈 쉐어하우스 부평점,기타,3개,2개,1층,18평,알수없음,있음,,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,인천 부평구 광장로30번길 65
쏠 쉐어하우스 연신내점,빌라,3개,1개,,,개별난방,없음,가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 은평구 연서로24길 27
은행나무 쉐어하우스 홍대점,단독주택,8개,3개,1층,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,서울특별시 마포구 와우산로24길 49
소집 1호점,,3개,2개,10층,22평,개별난방,있음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵로 196
슬리퍼 쉐어하우스 숭실점,빌라,3개,1개,,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 동작구 상도로37길 51
모니카 하우스 잠실역점,빌라,3개,1개,3층,15평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 송파구 올림픽로32길 49-19
쉐어하우스 까사 숭실대점,빌라,3개,1개,4층,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 상도로62길 13
Singles ( 싱글즈 ) 강남하우스,아파트,5개,3개,25층,66평,개별난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 서초구 강남대로 375
아띠 쉐어빌리지 아이유하우스 서울역점,빌라,3개,1개,,24평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 한강대로 379-3
홈스케치 장안점,빌라,5개,2개,4층,61평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 동대문구 한천로 166
우리별 포디하우스 사당별,빌라,3개,1개,1층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,서울특별시 동작구 사당로17길 52
바다 문래동집 1호,아파트,4개,2개,,,알수없음,알수없음,알수없음,,,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 영등포구 선유로17길 24
Sharehouse Cine 루프탑 건대점,빌라,5개,2개,5층,50평,개별난방,없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,X,서울특별시 광진구 자양동 553-532번지
쉐어필링스 선릉역지점,빌라,3개,1개,,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 강남구 선릉로68길 33
Calm&Mood 연희 1호점,빌라,5개,5개,1층,50평,중앙난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 서대문구 연희로10가길 51-27
자다 패밀리 한남점,단독주택,6개,3개,1층,58평,개별난방,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,서울특별시 용산구 대사관로16길 25
동네친구 5호점,빌라,3개,1개,,20평,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 능동로16길 48
우리별 포디하우스 등촌별1,빌라,3개,1개,,20평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,서울특별시 강서구 공항대로55길 9
Little brown House 신림점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로170길 13
함께꿈꾸는마을 남산소월03,빌라,4개,2개,1층,16평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울특별시 용산구 두텁바위로58길 42
동거동락 20호 약수역점,단독주택,6개,3개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,서울특별시 중구 동호로15길 40
굿밤하우스 홍대입구점,기타,9개,6개,1층,73평,알수없음,없음,불가능,불가능,별도협의,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 마포구 연희로1길 40-3
조이쉐어하우스 당산점,빌라,3개,1개,3층,21평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,O,X,O,O,O,X,O,O,O,서울 영등포구 버드나루로23길 9
팸하우스 페퍼스하우스 충무로 2호점,기타,2개,1개,2층,,개별난방,있음,가능,불가능,불가능,X,O,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 중구 필동로8가길 1
노란숲 혜화 낙산공원점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,서울특별시 종로구 동숭동 129-181번지
로라 쉐어하우스 부평시장역점,,3개,2개,14층,18평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,인천광역시 부평구 부평대로 115
원더우먼 쉐어하우스 건대점,단독주택,5개,2개,1층,43평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,서울특별시 광진구 아차산로25길 21-6
쉐어하우스 리시안 중앙대 1호,빌라,3개,1개,1층,,개별난방,알수없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,서울특별시 동작구 흑석로9길 23
플레몬 쉐어하우스 13호점 (연희동),빌라,13개,3개,2층,75평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,O,서울특별시 서대문구 성산로 365-18
제인스하우스 공덕점,아파트,4개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,O,서울특별시 마포구 새창로 52
공간이음 경희대점,빌라,4개,2개,,33평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 회기로23가길 59-14
오후3시 쉐어하우스 홍대점,빌라,3개,1개,3층,15평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 서대문구 연희로2안길 7-7
우주 47호점,아파트,3개,2개,,,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 용산구 서빙고로 279
우주 56호점,아파트,4개,2개,5층,45평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 신수로3길 19
우주 32호점,아파트,3개,2개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 관악구 행운5길 8-9
슬리퍼 쉐어하우스 신이문점,빌라,4개,3개,3층,35평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,서울특별시 동대문구 신이문로8길 10
동거동락 29A 연대동문점,기타,5개,2개,,15평,알수없음,있음,가능,불가능,불가능,X,O,O,X,O,O,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,서울 서대문구 봉원사2길 10-6
하늘 석계점,아파트,3개,2개,9층,36평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,서울 노원구 화랑로 355
우주 84호점,단독주택,10개,10개,3층,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 서초구 서초중앙로22길 22-8
포그니 쉐어하우스 신림역점,빌라,0개,0개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,서울특별시 관악구 남부순환로184가길 36
마주공간 쉐어하우스 논현2호점,빌라,3개,1개,1층,20평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 강남구 도산대로30길 16-2
핀휠 쉐어하우스 대림점,빌라,3개,1개,,,알수없음,알수없음,알수없음,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울특별시 구로구 구로동로28가길 7
에이블하우스 정릉 1호점,아파트,3개,2개,1층,21평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,O,X,X,O,X,O,X,O,서울 성북구 아리랑로19길 52
봄봄 쌍문동점,아파트,4개,2개,,35평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 도봉구 우이천로 328
핀휠 쉐어하우스 신도림점,빌라,3개,1개,2층,27평,알수없음,없음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384-17
외갓집에가자 쉐어하우스 덕성여대점,빌라,3개,1개,2층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울 도봉구 우이천로44길 26
보더리스하우스 상수1,단독주택,9개,6개,,52평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 와우산로22길 74
잠자리 주안역 : 18호점,,3개,2개,3층,18평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,인천광역시 미추홀구 주안로 149
보더리스하우스 홍대5,아파트,4개,2개,4층,43평,개별난방,없음,불가능,불가능,불가능,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 합정동 364-63번지
스펙트럼 하우스 신사점 2층,빌라,8개,7개,2층,39평,개별난방,없음,알수없음,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,서울특별시 강남구 도산대로13길 31-5
메종드이문 메종드이문2호점,아파트,4개,2개,1층,42평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 천장산로11길 22
홈스케치 외대3호점,빌라,3개,1개,1층,27평,개별난방,없음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 동대문구 외대역동로27길 68
슈니하우스 건대점,빌라,3개,1개,1층,,개별난방,없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,서울특별시 광진구 군자로5길 24-10
우주 27호점,아파트,5개,2개,,,개별난방,있음,가능,불가능,불가능,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,서울특별시 서초구 서초대로23길 114
품안의 새 어번_신림역,아파트,3개,2개,19층,30평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,O,O,서울특별시 관악구 신림로 318
동거동락 31B호점(대학로),기타,4개,1개,1층,25평,알수없음,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X,O,X,O,서울 종로구 창경궁로 248
커먼타운 센트럴 261,기타,29개,6개,2층,46평,중앙난방,있음,불가능,불가능,불가능,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,서울 용산구 소월로2길 5
자다 세인트 숙대1호점,빌라,5개,2개,5층,56평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,O,서울특별시 용산구 효창원로72길 42
팸하우스 매봉 2호점,단독주택,3개,2개,3층,29평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,X,O,X,O,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,서울특별시 강남구 논현로38길 38-3
에이블하우스 성수 1호점,아파트,3개,1개,1층,30평,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,서울특별시 성동구 상원길 63
동네친구 11호점,아파트,4개,2개,,42평,개별난방,알수없음,알수없음,불가능,불가능,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,서울특별시 광진구 뚝섬로36가길 15
로라 쉐어하우스 부평구청역점,,3개,2개,10층,19평,개별난방,있음,가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X,인천광역시 부평구 길주남로6번길 15
쉐어하우스 신 공덕점,아파트,3개,1개,,18평,개별난방,있음,가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 백범로37길 12
쉐어하우스 withsomething 역삼점,빌라,4개,2개,5층,28평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O,서울특별시 강남구 역삼로 209
플레몬 쉐어하우스 14호점 (용두동),아파트,3개,2개,10층,25평,개별난방,있음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,서울특별시 동대문구 청계천로 471
동거동락 16호 광운대점,단독주택,4개,2개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 노원구 마들로 57
세계로 하우스 상명대점,빌라,2개,1개,,50평,개별난방,없음,불가능,가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 종로구 부암동 96-2번지
하우스로그 안암5호점,빌라,3개,1개,1층,18평,개별난방,없음,불가능,불가능,불가능,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,서울 성북구 고려대로1길 72
동그라미 쉐어하우스 남성역점,빌라,3개,1개,,,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 동작구 사당로10길 70
플레몬 쉐어하우스 16호점 (합정동),빌라,3개,1개,3층,10평,개별난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 성지3길 20
아띠 쉐어빌리지 홍순하우스 홍대점,기타,6개,0개,,,개별난방,있음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 월드컵북로1길 74
동거동락 28B 방배점,빌라,7개,2개,1층,18평,개별난방,없음,불가능,불가능,불가능,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,서울 서초구 방배로6길 18
핀휠 쉐어하우스 이대2호점,단독주택,3개,1개,2층,27평,개별난방,없음,가능,불가능,불가능,O,X,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,서울 서대문구 성산로 384-17
원더우먼 쉐어하우스 니케 하우스,단독주택,3개,1개,1층,16평,중앙난방,없음,불가능,불가능,불가능,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 광진구 화양동 36-36번지
바다 합정동집 1호,빌라,3개,1개,,,알수없음,없음,알수없음,불가능,불가능,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,서울특별시 마포구 동교로16길 20-8
